date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:17:26	35177/35177	U--M-Z	200	updated ('OK')	text/javascript	etag:%228969-623282c0cf484-gzip%22	https://techzaa.in/rasket/admin/assets/js/app.js	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/js/app.js	(from https://techzaa.in/rasket/admin/index.html)
15:17:30	2572/2572	U--M-Z	200	updated ('OK')	text/javascript	etag:%22a0c-623282c0d13c4-gzip%22	https://techzaa.in/rasket/admin/assets/js/pages/dashboard.js	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/js/pages/dashboard.js	(from https://techzaa.in/rasket/admin/index.html)
15:17:31	404773/404773	U-----	200	untouched ('')	application/vnd.ms-fontobject	etag:%2262d25-623282c0c3903%22	https://techzaa.in/rasket/admin/assets/fonts/boxicons.eot	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/fonts/boxicons.eot	(from https://techzaa.in/rasket/admin/assets/css/icons.min.css)
15:17:31	2067021/2067021	U--MCZ	200	updated ('OK')	text/javascript	etag:%221f8a4d-623282c0d42a4-gzip%22	https://techzaa.in/rasket/admin/assets/js/vendor.js	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/js/vendor.js	(from https://techzaa.in/rasket/admin/index.html)
15:17:32	117788/117788	U-----	200	untouched ('')	font/woff2	etag:%221cc1c-623282c0c67e3%22	https://techzaa.in/rasket/admin/assets/fonts/boxicons.woff2	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/fonts/boxicons.woff2	(from https://techzaa.in/rasket/admin/assets/css/icons.min.css)
15:17:36	320012/320012	U-----	200	untouched ('')	font/woff	etag:%224e20c-623282c0c67e3%22	https://techzaa.in/rasket/admin/assets/fonts/boxicons.woff	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/fonts/boxicons.woff	(from https://techzaa.in/rasket/admin/assets/css/icons.min.css)
15:17:37	319936/319936	U-----	200	untouched ('')	font/ttf	etag:%224e1c0-623282c0c5843%22	https://techzaa.in/rasket/admin/assets/fonts/boxicons.ttf	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/fonts/boxicons.ttf	(from https://techzaa.in/rasket/admin/assets/css/icons.min.css)
15:17:38	1240624/1240624	U-----	200	untouched ('OK')	image/svg+xml	etag:%2212ee30-623282c0c5843%22	https://techzaa.in/rasket/admin/assets/fonts/boxicons.svg?	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/fonts/boxiconsd41d.svg	(from https://techzaa.in/rasket/admin/assets/css/icons.min.css)
15:17:38	2184184/2184184	U-----	200	untouched ('')	image/jpeg	etag:%222153f8-623282c0cf484%22	https://techzaa.in/rasket/admin/assets/images/users/chat.jpg	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/images/users/chat.jpg	(from https://techzaa.in/rasket/admin/assets/css/app.min.css)
15:17:38	23216/23216	U-----	200	untouched ('')	image/jpeg	etag:%225ab0-623282c0cb603%22	https://techzaa.in/rasket/admin/assets/images/users/avatar-2.jpg	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/images/users/avatar-2.jpg	(from https://techzaa.in/rasket/admin/apps-chat.html)
15:17:38	20567/20567	U-----	200	untouched ('')	image/jpeg	etag:%225057-623282c0cb603%22	https://techzaa.in/rasket/admin/assets/images/users/avatar-4.jpg	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/images/users/avatar-4.jpg	(from https://techzaa.in/rasket/admin/apps-chat.html)
15:17:39	20116/20116	U-----	200	untouched ('')	image/jpeg	etag:%224e94-623282c0cb603%22	https://techzaa.in/rasket/admin/assets/images/users/avatar-8.jpg	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/images/users/avatar-8.jpg	(from https://techzaa.in/rasket/admin/apps-chat.html)
15:17:39	30388/30388	U-----	200	untouched ('')	image/jpeg	etag:%2276b4-623282c0cb603%22	https://techzaa.in/rasket/admin/assets/images/users/avatar-6.jpg	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/images/users/avatar-6.jpg	(from https://techzaa.in/rasket/admin/apps-chat.html)
15:17:44	19522/19522	U-----	200	untouched ('')	image/jpeg	etag:%224c42-623282c0cb603%22	https://techzaa.in/rasket/admin/assets/images/users/avatar-7.jpg	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/images/users/avatar-7.jpg	(from https://techzaa.in/rasket/admin/apps-chat.html)
15:17:44	19805/19805	U-----	200	untouched ('')	image/jpeg	etag:%224d5d-623282c0cb603%22	https://techzaa.in/rasket/admin/assets/images/users/avatar-9.jpg	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/images/users/avatar-9.jpg	(from https://techzaa.in/rasket/admin/apps-chat.html)
15:17:44	42530/42530	U-----	200	untouched ('')	image/jpeg	etag:%22a622-623282c0cb603%22	https://techzaa.in/rasket/admin/assets/images/users/avatar-10.jpg	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/images/users/avatar-10.jpg	(from https://techzaa.in/rasket/admin/apps-chat.html)
15:17:45	586560/586560	U-----	200	untouched ('')	image/jpeg	etag:%228f340-623282c0c8723%22	https://techzaa.in/rasket/admin/assets/images/small/img-1.jpg	C:/My%20Web%20Sites/Prototipo%20Salao%20de%20eventos/techzaa.in/rasket/admin/assets/images/small/img-1.jpg	(from https://techzaa.in/rasket/admin/apps-chat.html)
